country,iataCode,icaoCode,name,latitudeDegree,longitudeDegree,elevationFeet,timeZoneCode,timeZoneName,continent,isoCountry,isoRegion,municipality,type,scheduledService
Afghanistan,URZ,OARG,Orūzgān Airport,32.90299988,66.63089752,6725,Asia/Kabul,Afghanistan Time,AS,AF,AF-ORU,Orūzgān,small_airport,no
Afghanistan,OLR,,Salerno Landing Zone Airport,33.36380005,69.95610046,3780,Asia/Kabul,Afghanistan Time,AS,AF,AF-PIA,,small_airport,no
Afghanistan,DWR,,Dywer Airbase,31,64,2380,Asia/Kabul,Afghanistan Time,AS,AF,AF-HEL,Camp Dwyer,small_airport,no
Afghanistan,OAA,OASH,Shank Air Base,33.9225,69.07722222,6890,Asia/Kabul,Afghanistan Time,AS,AF,AF-LOW,,small_airport,no
Afghanistan,BIN,OABN,Bamiyan Airport,34.81700134,67.81700134,8367,Asia/Kabul,Afghanistan Time,AS,AF,AF-BAM,Bamiyan,small_airport,no
Afghanistan,BST,OABT,Bost Airport,31.55970001,64.36499786,2464,Asia/Kabul,Afghanistan Time,AS,AF,AF-HEL,Bost,small_airport,no
Afghanistan,CCN,OACC,Chakcharan Airport,34.53300095,65.26699829,7383,Asia/Kabul,Afghanistan Time,AS,AF,AF-GHO,Chakcharan,small_airport,no
Afghanistan,SBF,OADS,Sardeh Band Airport,33.3207016,68.6364975,6971,Asia/Kabul,Afghanistan Time,AS,AF,AF-GHA,Sardeh Band,small_airport,no
Afghanistan,DAZ,OADZ,Darwaz Airport,38.46110153,70.88249969,5250,Asia/Kabul,Afghanistan Time,AS,AF,AF-BDS,Darwaz,small_airport,no
Afghanistan,FAH,OAFR,Farah Airport,32.36700058,62.18299866,3083,Asia/Kabul,Afghanistan Time,AS,AF,AF-FRA,Farah,small_airport,no
Afghanistan,FBD,OAFZ,Faizabad Airport,37.12110138,70.51809692,3872,Asia/Kabul,Afghanistan Time,AS,AF,AF-BDS,Faizabad,small_airport,yes
Afghanistan,GZI,OAGN,Ghazni Airport,33.53120041,68.41290283,7150,Asia/Kabul,Afghanistan Time,AS,AF,AF-GHA,Ghazni,small_airport,no
Afghanistan,KWH,OAHN,Khwahan Airport,37.88299942,70.21700287,3593,Asia/Kabul,Afghanistan Time,AS,AF,AF-BDS,Khwahan,small_airport,no
Afghanistan,HEA,OAHR,Herat Airport,34.20999908,62.22829819,3206,Asia/Kabul,Afghanistan Time,AS,AF,AF-HER,,medium_airport,yes
Afghanistan,OAI,OAIX,Bagram Air Base,34.94609833,69.26499939,4895,Asia/Kabul,Afghanistan Time,AS,AF,AF-PAR,Bagram,medium_airport,no
Afghanistan,JAA,OAJL,Jalalabad Airport,34.39979935,70.49859619,1814,Asia/Kabul,Afghanistan Time,AS,AF,AF-NAN,,medium_airport,no
Afghanistan,GRG,OAGZ,Gardez Airport,33.63150024,69.23940277,7790,Asia/Kabul,Afghanistan Time,AS,AF,AF-PIA,Gardez,small_airport,no
Afghanistan,KBL,OAKB,Kabul International Airport,34.5658989,69.21230316,5877,Asia/Kabul,Afghanistan Time,AS,AF,AF-KAB,Kabul,medium_airport,yes
Afghanistan,KDH,OAKN,Kandahar Airport,31.50580025,65.84780121,3337,Asia/Kabul,Afghanistan Time,AS,AF,AF-KAN,,medium_airport,no
Afghanistan,KHT,OAKS,Khost Airport,33.33340073,69.95200348,3756,Asia/Kabul,Afghanistan Time,AS,AF,AF-PIA,Khost,small_airport,yes
Afghanistan,MMZ,OAMN,Maimana Airport,35.93080139,64.7609024,2743,Asia/Kabul,Afghanistan Time,AS,AF,AF-FYB,,medium_airport,no
Afghanistan,MZR,OAMS,Mazar I Sharif Airport,36.70690155,67.20970154,1284,Asia/Kabul,Afghanistan Time,AS,AF,AF-BAL,,medium_airport,yes
Afghanistan,URN,OAOG,Urgun Airport,32.93180084,69.15630341,7300,Asia/Kabul,Afghanistan Time,AS,AF,AF-PKA,Urgun,small_airport,no
Afghanistan,LQN,OAQN,Qala-I-Naw Airport,34.98500061,63.11780167,2999,Asia/Kabul,Afghanistan Time,AS,AF,AF-BDG,Qala-I-Naw,small_airport,no
Afghanistan,OAS,OASA,Sharana Airstrip,33.12575,68.838517,7340,Asia/Kabul,Afghanistan Time,AS,AF,AF-PKA,Sharana,small_airport,no
Afghanistan,OAH,OASD,Shindand Airport,33.3913002,62.26100159,3773,Asia/Kabul,Afghanistan Time,AS,AF,AF-FRA,,small_airport,no
Afghanistan,SGA,OASN,Sheghnan Airport,37.56700134,71.5,6700,Asia/Kabul,Afghanistan Time,AS,AF,AF-BDS,Sheghnan,small_airport,no
Afghanistan,TII,OATN,Tarin Kowt Airport,32.60419846,65.86579895,4429,Asia/Kabul,Afghanistan Time,AS,AF,AF-ORU,Tarin Kowt,small_airport,no
Afghanistan,TQN,OATQ,Talolqan Airport,36.77069855,69.53199768,2606,Asia/Kabul,Afghanistan Time,AS,AF,AF-TAK,Taloqan,small_airport,no
Afghanistan,UND,OAUZ,Konduz Airport,36.6651001,68.91079712,1457,Asia/Kabul,Afghanistan Time,AS,AF,AF-KDZ,,medium_airport,no
Afghanistan,OAZ,OAZI,Camp Bastion Airport,31.86380005,64.22460175,2943,Asia/Kabul,Afghanistan Time,AS,AF,AF-HEL,,small_airport,no
Afghanistan,ZAJ,OAZJ,Zaranj Airport,30.972222,61.865833,1572,Asia/Kabul,Afghanistan Time,AS,AF,AF-NIM,Zaranj,small_airport,no
Albania,TIA,LATI,Tirana International Airport Mother Teresa,41.41469955,19.72060013,126,Europe/Tirane,Central European Standard Time,EU,AL,AL-11,Tirana,large_airport,yes
Algeria,MQV,DA14,Mostaganem Airport,35.90879822,0.149382994,732,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-27,,small_airport,no
Algeria,QLD,DAAB,Blida Airport,36.50360107,2.814169884,535,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-09,,medium_airport,no
Algeria,BUJ,DAAD,Bou Saada Airport,35.33250046,4.206389904,1506,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-28,,medium_airport,no
Algeria,BJA,DAAE,Soummam Airport,36.7120018,5.069920063,20,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-06,Béjaïa,medium_airport,yes
Algeria,ALG,DAAG,Houari Boumediene Airport,36.69100189,3.215409994,82,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-35,Algiers,large_airport,yes
Algeria,DJG,DAAJ,Djanet Inedbirene Airport,24.2928009,9.452440262,3176,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-33,Djanet,medium_airport,yes
Algeria,QFD,DAAK,Boufarik Airport,36.54579926,2.876110077,335,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-09,,medium_airport,no
Algeria,VVZ,DAAP,Illizi Takhamalt Airport,26.7234993,8.622650146,1778,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-33,Illizi,medium_airport,yes
Algeria,QSF,DAAS,Ain Arnat Airport,36.17810059,5.32449007,3360,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-19,Sétif,medium_airport,yes
Algeria,TMR,DAAT,Aguenar – Hadj Bey Akhamok Airport,22.81150055,5.451079845,4518,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-11,Tamanrasset,medium_airport,yes
Algeria,GJL,DAAV,Jijel Ferhat Abbas Airport,36.79510117,5.87361002,36,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-18,Jijel,medium_airport,yes
Algeria,MZW,DAAY,Mecheria Airport,33.53590012,-0.242353007,3855,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-45,Mecheria,medium_airport,no
Algeria,QZN,DAAZ,Relizane Airport,35.75220108,0.626272023,282,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-48,,medium_airport,no
Algeria,AAE,DABB,Annaba Airport,36.82220078,7.809169769,16,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-36,Annabah,medium_airport,yes
Algeria,CZL,DABC,Mohamed Boudiaf International Airport,36.27600098,6.620389938,2265,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-25,Constantine,medium_airport,yes
Algeria,QMH,DAEO,Oum el Bouaghi airport,35.87969971,7.270800114,2980,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-04,Oum El Bouaghi,small_airport,no
Algeria,SKI,DABP,Skikda Airport,36.8641,6.9516,27,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-21,Skikda,closed,no
Algeria,TEE,DABS,Cheikh Larbi Tébessi Airport,35.43159866,8.12071991,2661,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-12,Tébessi,medium_airport,yes
Algeria,BLJ,DABT,Batna Airport,35.7521019,6.308589935,2697,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-05,Batna,medium_airport,yes
Algeria,HRM,DAFH,Hassi R'Mel Airport,32.93040085,3.311539888,2540,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-03,,medium_airport,yes
Algeria,QDJ,DAFI,Tsletsi Airport,34.6657,3.351,0,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-17,,small_airport,no
Algeria,TID,DAOB,Bou Chekif Airport,35.34109879,1.463150024,3245,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-14,Tiaret,medium_airport,no
Algeria,TIN,DAOF,Tindouf Airport,27.7003994,-8.167099953,1453,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-37,Tindouf,medium_airport,yes
Algeria,CFK,DAOI,Ech Cheliff Airport,36.21269989,1.331769943,463,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-02,,medium_airport,no
Algeria,TAF,DAOL,Tafaraoui Airport,35.54240036,-0.532278001,367,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-31,,medium_airport,no
Algeria,TLM,DAON,Zenata – Messali El Hadj Airport,35.01670074,-1.450000048,814,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-13,Tlemcen,medium_airport,yes
Algeria,ORN,DAOO,Es Senia Airport,35.62390137,-0.621182978,295,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-31,Oran,medium_airport,yes
Algeria,CBH,DAOR,Béchar Boudghene Ben Ali Lotfi Airport,31.64570045,-2.269860029,2661,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-08,Béchar,medium_airport,yes
Algeria,BFW,DAOS,Sidi Bel Abbes Airport,35.17179871,-0.593275011,1614,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-22,Sidi Bel Abbès,small_airport,no
Algeria,MUW,DAOV,Ghriss Airport,35.20769882,0.147141993,1686,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-29,,medium_airport,no
Algeria,EBH,DAOY,El Bayadh Airport,33.72166667,1.0925,4493,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-32,El Bayadh,small_airport,no
Algeria,INF,DATG,In Guezzam Airport,19.56699944,5.75,1312,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-11,In Guezzam,small_airport,no
Algeria,BMW,DATM,Bordj Badji Mokhtar Airport,21.375,0.923888981,1303,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-01,Bordj Badji Mokhtar,small_airport,yes
Algeria,AZR,DAUA,Touat Cheikh Sidi Mohamed Belkebir Airport,27.83760071,-0.186414003,919,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-01,,medium_airport,yes
Algeria,BSK,DAUB,Biskra Airport,34.79330063,5.738230228,289,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-07,Biskra,medium_airport,yes
Algeria,ELG,DAUE,El Golea Airport,30.57130051,2.859590054,1306,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-47,,medium_airport,yes
Algeria,GHA,DAUG,Noumérat - Moufdi Zakaria Airport,32.38410187,3.79411006,1512,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-47,Ghardaïa,medium_airport,yes
Algeria,HME,DAUH,Oued Irara Airport,31.67300034,6.140439987,463,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-30,Hassi Messaoud,medium_airport,yes
Algeria,INZ,DAUI,In Salah Airport,27.25099945,2.512020111,896,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-11,In Salah,medium_airport,yes
Algeria,TGR,DAUK,Touggourt Sidi Madhi Airport,33.06779861,6.088669777,279,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-30,Touggourt,medium_airport,yes
Algeria,LOO,DAUL,Laghouat Airport,33.76440048,2.928339958,2510,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-03,Laghouat,medium_airport,no
Algeria,ELU,DAUO,Guemar Airport,33.51139832,6.776790142,203,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-39,Guemar,medium_airport,yes
Algeria,TMX,DAUT,Timimoun Airport,29.2371006,0.276033014,1027,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-01,Timimoun,medium_airport,yes
Algeria,OGX,DAUU,Ain el Beida Airport,31.91720009,5.412779808,492,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-30,Ouargla,medium_airport,yes
Algeria,IAM,DAUZ,In Aménas Airport,28.05150032,9.642910004,1847,Africa/Algiers,Central European Standard Time,AF,DZ,DZ-33,Aménas,medium_airport,yes
American Samoa,TAV,,Tau Airport,-14.22920036,-169.5110016,185,Pacific/Pago_Pago,Samoa Standard Time,OC,AS,AS-U-A,Tau Village,small_airport,no
American Samoa,OFU,NSAS,Ofu Village Airport,-14.1843996,-169.6699982,9,Pacific/Pago_Pago,Samoa Standard Time,OC,AS,AS-U-A,Ofu Village,small_airport,yes
American Samoa,FTI,NSFQ,Fitiuta Airport,-14.21720028,-169.4250031,110,Pacific/Pago_Pago,Samoa Standard Time,OC,AS,AS-U-A,Fitiuta Village,medium_airport,no
American Samoa,PPG,NSTU,Pago Pago International Airport,-14.33100033,-170.7100067,32,Pacific/Pago_Pago,Samoa Standard Time,OC,AS,AS-U-A,Pago Pago,medium_airport,yes
Andorra,ALV,,Andorra la Vella Heliport,42.50049973,1.517120004,3450,Europe/Andorra,Central European Standard Time,EU,AD,AD-07,Andorra La Vella,heliport,no
Angola,ANL,,Andulo Airport,-11.47229958,16.71089935,,Africa/Luanda,West Africa Standard Time,AF,AO,AO-BIE,,small_airport,no
Angola,CNZ,,Cangamba Airport,-13.7105999,19.86109924,,Africa/Luanda,West Africa Standard Time,AF,AO,AO-MOX,Cangamba,small_airport,no
Angola,DRC,,Dirico Airport,-17.98192406,20.76806068,3504,Africa/Luanda,West Africa Standard Time,AF,AO,AO-CCU,Dirico,small_airport,no
Angola,GGC,,Lumbala Airport,-12.63987732,22.5868206,3510,Africa/Luanda,West Africa Standard Time,AF,AO,AO-MOX,Lumbala,small_airport,no
Angola,JMB,,Jamba Airport,-14.6981926,16.07014847,4912,Africa/Luanda,West Africa Standard Time,AF,AO,AO-HUA,Jamba,small_airport,no
Angola,KNP,FNCP,Capanda Airport,-9.769370079,15.4553194,3366,Africa/Luanda,West Africa Standard Time,AF,AO,AO-MAL,Capanda,small_airport,no
Angola,NDF,,Ndalatandos Airport,-9.275188446,14.97724247,2684,Africa/Luanda,West Africa Standard Time,AF,AO,AO-CNO,Ndalatandos,small_airport,no
Angola,AZZ,FNAM,Ambriz Airport,-7.86221981,13.11610031,144,Africa/Luanda,West Africa Standard Time,AF,AO,AO-BGO,Ambriz,small_airport,no
Angola,SSY,FNBC,Mbanza Congo Airport,-6.269899845,14.24699974,1860,Africa/Luanda,West Africa Standard Time,AF,AO,AO-ZAI,Mbanza Congo,medium_airport,yes
Angola,BUG,FNBG,Benguela Airport,-12.60900021,13.40369987,118,Africa/Luanda,West Africa Standard Time,AF,AO,AO-BGU,Benguela,medium_airport,no
Angola,CAB,FNCA,Cabinda Airport,-5.596990108,12.18840027,66,Africa/Luanda,West Africa Standard Time,AF,AO,AO-CAB,Cabinda,medium_airport,yes
Angola,CFF,FNCF,Cafunfo Airport,-8.783610344,17.98970032,,Africa/Luanda,West Africa Standard Time,AF,AO,AO-LNO,Cafunfo,small_airport,no
Angola,PGI,FNCH,Chitato Airport,-7.358890057,20.80470085,2500,Africa/Luanda,West Africa Standard Time,AF,AO,AO-LNO,Chitato,small_airport,no
Angola,CBT,FNCT,Catumbela Airport,-12.47920036,13.48690033,,Africa/Luanda,West Africa Standard Time,AF,AO,AO-BGU,Catumbela,medium_airport,yes
Angola,CTI,FNCV,Cuito Cuanavale Airport,-15.16030025,19.15609932,,Africa/Luanda,West Africa Standard Time,AF,AO,AO-CCU,Cuito Cuanavale,small_airport,no
Angola,CXM,FNCX,Camaxilo Airport,-8.373609543,18.92359924,3957,Africa/Luanda,West Africa Standard Time,AF,AO,AO-LNO,Camaxilo,small_airport,no
Angola,CAV,FNCZ,Cazombo Airport,-11.89309978,22.91640091,3700,Africa/Luanda,West Africa Standard Time,AF,AO,AO-MOX,Cazombo,small_airport,no
Angola,DUE,FNDU,Dundo Airport,-7.400889874,20.81850052,2451,Africa/Luanda,West Africa Standard Time,AF,AO,AO-LNO,Chitato,medium_airport,yes
Angola,VPE,FNGI,Ngjiva Pereira Airport,-17.0435009,15.68379974,3566,Africa/Luanda,West Africa Standard Time,AF,AO,AO-CNN,Ngiva,medium_airport,yes
Angola,NOV,FNHU,Nova Lisboa Airport,-12.80889988,15.76049995,5587,Africa/Luanda,West Africa Standard Time,AF,AO,AO-HUA,Huambo,medium_airport,yes
Angola,SVP,FNKU,Kuito Airport,-12.40460014,16.94739914,5618,Africa/Luanda,West Africa Standard Time,AF,AO,AO-BIE,Kuito,medium_airport,no
Angola,LBZ,FNLK,Lucapa Airport,-8.445727348,20.73208618,3029,Africa/Luanda,West Africa Standard Time,AF,AO,AO-LNO,Lucapa,small_airport,no
Angola,LAD,FNLU,Quatro de Fevereiro Airport,-8.858369827,13.23120022,243,Africa/Luanda,West Africa Standard Time,AF,AO,AO-LUA,Luanda,medium_airport,yes
Angola,LZM,FNLZ,Luzamba Airport,-9.115960121,18.04929924,2904,Africa/Luanda,West Africa Standard Time,AF,AO,AO-LNO,Luzamba,small_airport,no
Angola,MEG,FNMA,Malanje Airport,-9.525090218,16.31240082,3868,Africa/Luanda,West Africa Standard Time,AF,AO,AO-MAL,Malanje,medium_airport,yes
Angola,SPP,FNME,Menongue Airport,-14.6576004,17.71980095,4469,Africa/Luanda,West Africa Standard Time,AF,AO,AO-CCU,Menongue,medium_airport,yes
Angola,MSZ,FNMO,Namibe Airport,-15.26119995,12.14680004,210,Africa/Luanda,West Africa Standard Time,AF,AO,AO-NAM,Namibe,medium_airport,yes
Angola,GXG,FNNG,Negage Airport,-7.754509926,15.2876997,4105,Africa/Luanda,West Africa Standard Time,AF,AO,AO-UIG,Negage,medium_airport,yes
Angola,PBN,FNPA,Porto Amboim Airport,-10.72200012,13.76550007,16,Africa/Luanda,West Africa Standard Time,AF,AO,AO-CUS,Port Amboim,medium_airport,no
Angola,VHC,FNSA,Saurimo Airport,-9.689069748,20.43190002,3584,Africa/Luanda,West Africa Standard Time,AF,AO,AO-LSU,Saurimo,medium_airport,no
Angola,SZA,FNSO,Soyo Airport,-6.141089916,12.37180042,15,Africa/Luanda,West Africa Standard Time,AF,AO,AO-ZAI,Soyo,medium_airport,yes
Angola,NDD,FNSU,Sumbe Airport,-11.16790009,13.84749985,36,Africa/Luanda,West Africa Standard Time,AF,AO,AO-CUS,Sumbe,medium_airport,no
Angola,UAL,FNUA,Luau Airport,-10.71580029,22.23110008,3609,Africa/Luanda,West Africa Standard Time,AF,AO,AO-MOX,Luau,small_airport,no
Angola,SDD,FNUB,Lubango Airport,-14.92469978,13.57499981,5778,Africa/Luanda,West Africa Standard Time,AF,AO,AO-HUI,Lubango,medium_airport,yes
Angola,LUO,FNUE,Luena Airport,-11.76809978,19.89769936,4360,Africa/Luanda,West Africa Standard Time,AF,AO,AO-MOX,Luena,medium_airport,no
Angola,UGO,FNUG,Uige Airport,-7.603069782,15.02779961,2720,Africa/Luanda,West Africa Standard Time,AF,AO,AO-UIG,Uige,medium_airport,no
Angola,CEO,FNWK,Waco Kungo Airport,-11.42640018,15.10140038,4324,Africa/Luanda,West Africa Standard Time,AF,AO,AO-CUS,Waco Kungo,small_airport,no
Angola,XGN,FNXA,Xangongo Airport,-16.7553997,14.96529961,3635,Africa/Luanda,West Africa Standard Time,AF,AO,AO-CNN,Xangongo,medium_airport,no
Angola,ARZ,FNZE,N'zeto Airport,-7.259439945,12.86310005,69,Africa/Luanda,West Africa Standard Time,AF,AO,AO-ZAI,N'zeto,small_airport,no
Angola,NZA,FNZG,Nzagi Airport,-7.716939926,21.35820007,2431,Africa/Luanda,West Africa Standard Time,AF,AO,AO-LNO,Nzagi,small_airport,no
Anguilla,AXA,TQPF,Wallblake Airport,18.20479965,-63.05509949,127,America/Anguilla,Atlantic Standard Time,NA,AI,AI-U-A,The Valley,medium_airport,yes
Antarctica,TNM,SCRM,Teniente Rodolfo Marsh Martin Base,-62.19079971,-58.98669815,147,Antarctica/South_Pole,New Zealand Daylight Time,AN,AQ,AQ-U-A,Isla Rey Jorge,small_airport,no
Antigua and Barbuda,ANU,TAPA,V.C. Bird International Airport,17.1367,-61.792702,62,America/Antigua,Atlantic Standard Time,NA,AG,AG-03,St. George,medium_airport,yes
Antigua and Barbuda,BBQ,TAPH,Codrington Airport,17.635799,-61.828602,15,America/Antigua,Atlantic Standard Time,NA,AG,AG-10,Codrington,small_airport,yes
Argentina,QRF,,Bragado Airport,-35.144,-60.4803,196,America/Cordoba,Argentina Standard Time,SA,AR,AR-B,Bragado,small_airport,no
Argentina,CVI,,Caleta Olivia Airport,-46.43180084,-67.51860046,37,America/Cordoba,Argentina Standard Time,SA,AR,AR-Z,Caleta Olivia,small_airport,no
Argentina,CNT,,Charata Airport,-27.2164,-61.2103,318,America/Cordoba,Argentina Standard Time,SA,AR,AR-H,Charata,small_airport,no
Argentina,VGS,,General Villegas Airport,-35,-63,383,America/Cordoba,Argentina Standard Time,SA,AR,AR-B,General Villegas,small_airport,no
Argentina,LMD,,Los Menucos Airport,-40.81769943,-68.0746994,2571,America/Cordoba,Argentina Standard Time,SA,AR,AR-R,Los Menucos,small_airport,no
Argentina,SZQ,,Saenz Peña Airport,-26.81579971,-60.44829941,20,America/Cordoba,Argentina Standard Time,SA,AR,AR-H,Presidencia Roque Sáenz Peña,closed,no
Argentina,VCF,,Valcheta Airport,-40.70000076,-66.15000153,629,America/Cordoba,Argentina Standard Time,SA,AR,AR-R,Valcheta,small_airport,no
Argentina,NCJ,SAFS,Sunchales Aeroclub Airport,-30.9575,-61.5283,311,America/Cordoba,Argentina Standard Time,SA,AR,AR-S,Sunchales,small_airport,no
Argentina,CPG,,Carmen De Patagones Airport,-40.7781,-62.9803,131,America/Cordoba,Argentina Standard Time,SA,AR,AR-B,Carmen de Patagones,small_airport,no
Argentina,PRQ,SARS,Termal Airport,-26.75361061,-60.49222183,308,America/Cordoba,Argentina Standard Time,SA,AR,AR-H,Presidencia Roque Sáenz Peña,small_airport,no
Argentina,OLN,,Colonia Sarmiento Airport,-45.582371,-68.999841,877,America/Cordoba,Argentina Standard Time,SA,AR,AR-U,Sarmiento,small_airport,no
Argentina,LCP,,Loncopue Airport,-38.08190155,-70.64389801,3627,America/Cordoba,Argentina Standard Time,SA,AR,AR-Q,Loncopue,small_airport,no
Argentina,MJR,SAEM,Miramar Airport,-38.2271,-57.8697,42,America/Cordoba,Argentina Standard Time,SA,AR,AR-B,Miramar,small_airport,no
Argentina,CCT,SA30,Colonia Catriel Airport,-37.91019821,-67.83499908,1026,America/Cordoba,Argentina Standard Time,SA,AR,AR-R,Colonia Catriel,closed,no
Argentina,COC,SAAC,Comodoro Pierrestegui Airport,-31.2969,-57.9966,112,America/Cordoba,Argentina Standard Time,SA,AR,AR-E,Concordia,medium_airport,no
Argentina,GHU,SAAG,Gualeguaychu Airport,-33.0103,-58.6131,75,America/Cordoba,Argentina Standard Time,SA,AR,AR-E,Gualeguaychu,medium_airport,no
Argentina,JNI,SAAJ,Junin Airport,-34.5459,-60.9306,262,America/Cordoba,Argentina Standard Time,SA,AR,AR-B,Junin,medium_airport,no
Argentina,PRA,SAAP,General Urquiza Airport,-31.7948,-60.4804,242,America/Cordoba,Argentina Standard Time,SA,AR,AR-E,Parana,medium_airport,yes
Argentina,ROS,SAAR,Islas Malvinas Airport,-32.9036,-60.785,85,America/Cordoba,Argentina Standard Time,SA,AR,AR-S,Rosario,medium_airport,yes
Argentina,SFN,SAAV,Sauce Viejo Airport,-31.7117,-60.8117,55,America/Cordoba,Argentina Standard Time,SA,AR,AR-S,Santa Fe,medium_airport,yes
Argentina,AEP,SABE,Jorge Newbery Airpark,-34.5592,-58.4156,18,America/Cordoba,Argentina Standard Time,SA,AR,AR-C,Buenos Aires,medium_airport,yes
Argentina,LCM,SACC,La Cumbre Airport,-31.00580025,-64.5318985,3733,America/Cordoba,Argentina Standard Time,SA,AR,AR-X,La Cumbre,small_airport,no
Argentina,COR,SACO,Ingeniero Ambrosio Taravella Airport,-31.32360077,-64.20800018,1604,America/Cordoba,Argentina Standard Time,SA,AR,AR-X,Cordoba,medium_airport,yes
Argentina,FDO,SADF,San Fernando Airport,-34.4532,-58.5896,10,America/Cordoba,Argentina Standard Time,SA,AR,AR-B,San Fernando,medium_airport,no
Argentina,LPG,SADL,La Plata Airport,-34.9722,-57.8947,72,America/Cordoba,Argentina Standard Time,SA,AR,AR-B,La Plata,medium_airport,no
Argentina,EPA,SADP,El Palomar Airport,-34.6099,-58.6126,59,America/Cordoba,Argentina Standard Time,SA,AR,AR-B,El Palomar,medium_airport,no
Argentina,EZE,SAEZ,Ministro Pistarini International Airport,-34.8222,-58.5358,67,America/Cordoba,Argentina Standard Time,SA,AR,AR-B,Buenos Aires,large_airport,yes
Argentina,RAF,SAFR,Rafaela Airport,-31.2825,-61.5017,325,America/Cordoba,Argentina Standard Time,SA,AR,AR-S,Rafaela,small_airport,no
Argentina,HOS,SAHC,Chos Malal Airport,-37.44469833,-70.22250366,2788,America/Cordoba,Argentina Standard Time,SA,AR,AR-Q,Chos Malal,small_airport,no
Argentina,CVH,SAHE,Caviahue Airport,-37.85139847,-71.00920105,5435,America/Cordoba,Argentina Standard Time,SA,AR,AR-Q,Lafontaine,small_airport,no
Argentina,GNR,SAHR,Dr. Arturo H. Illia Airport,-39.0007019,-67.62049866,852,America/Cordoba,Argentina Standard Time,SA,AR,AR-R,General Roca,small_airport,no
Argentina,RDS,SAHS,Rincon De Los Sauces Airport,-37.3905983,-68.90419769,1968,America/Cordoba,Argentina Standard Time,SA,AR,AR-Q,Rincon de los Sauces,medium_airport,no
Argentina,APZ,SAHZ,Zapala Airport,-38.9754982,-70.11360168,3330,America/Cordoba,Argentina Standard Time,SA,AR,AR-Q,Zapala,medium_airport,no
Argentina,MDZ,SAME,El Plumerillo Airport,-32.83169937,-68.79290009,2310,America/Cordoba,Argentina Standard Time,SA,AR,AR-M,Mendoza,medium_airport,yes
Argentina,LGS,SAMM,Comodoro D.R. Salomón Airport,-35.49359894,-69.57430267,4685,America/Cordoba,Argentina Standard Time,SA,AR,AR-M,Malargue,medium_airport,no
Argentina,AFA,SAMR,Suboficial Ay Santiago Germano Airport,-34.5882988,-68.40390015,2470,America/Cordoba,Argentina Standard Time,SA,AR,AR-M,San Rafael,medium_airport,yes
Argentina,CTC,SANC,Catamarca Airport,-28.59560013,-65.75170136,1522,America/Cordoba,Argentina Standard Time,SA,AR,AR-K,Catamarca,medium_airport,yes
Argentina,SDE,SANE,Vicecomodoro Angel D. La Paz Aragonés Airport,-27.76555634,-64.30999756,656,America/Cordoba,Argentina Standard Time,SA,AR,AR-G,Santiago del Estero,medium_airport,yes
Argentina,RHD,SANH,Las Termas Airport,-27.47369957,-64.90550232,270,America/Cordoba,Argentina Standard Time,SA,AR,AR-G,Rio Hondo,small_airport,no
